round,phase,lr,gate,aux_scale,a_ratio,a_mean_weight,a_effective_mass_per_u,a_wrong_mass_per_u,b_ratio,b_mean_weight,b_effective_mass_per_u,b_wrong_mass_per_u,c_ratio,b_score_only_candidates,b_score_only_accuracy,b_score_only_admitted,L_sup_effective,L_A_effective,L_B_effective,L_proto_effective,loss_reconstructed,L_feature_effective,teacher_b_visits,teacher_b_precision,bc_feature_std,target_gate,target_c0_a_visits,target_c0_b_visits,target_c0_history_mature,target_c0_a_changed,target_c0_a_changed_correct,target_c0_candidate_visits,target_c0_candidate_contains_truth,target_c0_soft_visits,target_c0_soft_correct,target_c0_soft_a_fix,target_c0_soft_a_harm,target_c0_feature_only_visits,target_c0_a_hard_released_correct_mass,target_c0_a_hard_released_wrong_mass,target_c0_b_old_mass,target_c0_b_new_mass,target_c1_a_visits,target_c1_b_visits,target_c1_history_mature,target_c1_a_changed,target_c1_a_changed_correct,target_c1_candidate_visits,target_c1_candidate_contains_truth,target_c1_soft_visits,target_c1_soft_correct,target_c1_soft_a_fix,target_c1_soft_a_harm,target_c1_feature_only_visits,target_c1_a_hard_released_correct_mass,target_c1_a_hard_released_wrong_mass,target_c1_b_old_mass,target_c1_b_new_mass,target_c2_a_visits,target_c2_b_visits,target_c2_history_mature,target_c2_a_changed,target_c2_a_changed_correct,target_c2_candidate_visits,target_c2_candidate_contains_truth,target_c2_soft_visits,target_c2_soft_correct,target_c2_soft_a_fix,target_c2_soft_a_harm,target_c2_feature_only_visits,target_c2_a_hard_released_correct_mass,target_c2_a_hard_released_wrong_mass,target_c2_b_old_mass,target_c2_b_new_mass,target_c3_a_visits,target_c3_b_visits,target_c3_history_mature,target_c3_a_changed,target_c3_a_changed_correct,target_c3_candidate_visits,target_c3_candidate_contains_truth,target_c3_soft_visits,target_c3_soft_correct,target_c3_soft_a_fix,target_c3_soft_a_harm,target_c3_feature_only_visits,target_c3_a_hard_released_correct_mass,target_c3_a_hard_released_wrong_mass,target_c3_b_old_mass,target_c3_b_new_mass,target_c4_a_visits,target_c4_b_visits,target_c4_history_mature,target_c4_a_changed,target_c4_a_changed_correct,target_c4_candidate_visits,target_c4_candidate_contains_truth,target_c4_soft_visits,target_c4_soft_correct,target_c4_soft_a_fix,target_c4_soft_a_harm,target_c4_feature_only_visits,target_c4_a_hard_released_correct_mass,target_c4_a_hard_released_wrong_mass,target_c4_b_old_mass,target_c4_b_new_mass,target_c5_a_visits,target_c5_b_visits,target_c5_history_mature,target_c5_a_changed,target_c5_a_changed_correct,target_c5_candidate_visits,target_c5_candidate_contains_truth,target_c5_soft_visits,target_c5_soft_correct,target_c5_soft_a_fix,target_c5_soft_a_harm,target_c5_feature_only_visits,target_c5_a_hard_released_correct_mass,target_c5_a_hard_released_wrong_mass,target_c5_b_old_mass,target_c5_b_new_mass,target_c6_a_visits,target_c6_b_visits,target_c6_history_mature,target_c6_a_changed,target_c6_a_changed_correct,target_c6_candidate_visits,target_c6_candidate_contains_truth,target_c6_soft_visits,target_c6_soft_correct,target_c6_soft_a_fix,target_c6_soft_a_harm,target_c6_feature_only_visits,target_c6_a_hard_released_correct_mass,target_c6_a_hard_released_wrong_mass,target_c6_b_old_mass,target_c6_b_new_mass,target_c7_a_visits,target_c7_b_visits,target_c7_history_mature,target_c7_a_changed,target_c7_a_changed_correct,target_c7_candidate_visits,target_c7_candidate_contains_truth,target_c7_soft_visits,target_c7_soft_correct,target_c7_soft_a_fix,target_c7_soft_a_harm,target_c7_feature_only_visits,target_c7_a_hard_released_correct_mass,target_c7_a_hard_released_wrong_mass,target_c7_b_old_mass,target_c7_b_new_mass,target_c8_a_visits,target_c8_b_visits,target_c8_history_mature,target_c8_a_changed,target_c8_a_changed_correct,target_c8_candidate_visits,target_c8_candidate_contains_truth,target_c8_soft_visits,target_c8_soft_correct,target_c8_soft_a_fix,target_c8_soft_a_harm,target_c8_feature_only_visits,target_c8_a_hard_released_correct_mass,target_c8_a_hard_released_wrong_mass,target_c8_b_old_mass,target_c8_b_new_mass,target_c9_a_visits,target_c9_b_visits,target_c9_history_mature,target_c9_a_changed,target_c9_a_changed_correct,target_c9_candidate_visits,target_c9_candidate_contains_truth,target_c9_soft_visits,target_c9_soft_correct,target_c9_soft_a_fix,target_c9_soft_a_harm,target_c9_feature_only_visits,target_c9_a_hard_released_correct_mass,target_c9_a_hard_released_wrong_mass,target_c9_b_old_mass,target_c9_b_new_mass,loss_observed,u_visits,local_steps,trust_authority_mean,trust_valid_fraction,trust_refreshes,trusted_weight_gate
89,1,0.1197168656224212,0.0,0.9629629629629631,0.5992958470394737,0.9153493435415825,0.5485650601747789,0.09532653537186744,0.2853669819078947,0.5850309296816825,0.1669485107260315,0.07050399801718366,0.11533717105263158,0,0.0,0,0.017451137163918343,0.17000451293822966,0.10644689909296862,0.10754857687399402,0.4108707595057462,0.009419633436635579,55521,0.6086345707029772,0.03781306288254104,0.473832021878528,10192.0,4485.0,14677.0,1448.0,723.0,3309.0,2907.0,1048.0,943.0,0.0,0.0,1576.0,264.37270030379295,231.75365134328604,2756.1436924934387,2130.685174833983,4446.0,3058.0,7504.0,1153.0,27.0,2222.0,1991.0,1613.0,1492.0,0.0,0.0,376.0,12.03772822022438,339.96640679985285,1849.4518252015114,1667.2342455461621,13615.0,8168.0,21783.0,3181.0,1337.0,6267.0,5435.0,1111.0,972.0,0.0,0.0,3971.0,444.82398895919323,559.3825365453959,4562.451067246497,3281.8753148913383,4937.0,3913.0,8850.0,935.0,692.0,2753.0,2522.0,733.0,682.0,0.0,0.0,1362.0,250.26991434395313,90.03545971214771,2471.8533244282007,1870.7033986896276,13420.0,7418.0,20838.0,1984.0,1080.0,5473.0,5065.0,2382.0,2265.0,0.0,0.0,1547.0,407.4872358441353,304.15478525310755,4795.86680918932,3952.8201804459095,15205.0,8039.0,23244.0,3466.0,1849.0,6180.0,5562.0,1230.0,1156.0,12.0,0.0,4095.0,692.6222693435848,533.790791131556,5080.56012429297,3680.8765736483037,13947.0,6997.0,20944.0,2976.0,1215.0,5427.0,4781.0,2090.0,1989.0,1.0,0.0,2456.0,452.41186601668596,510.5036754384637,4302.518170572817,3468.857395309955,17593.0,5610.0,23203.0,3539.0,2710.0,5374.0,5094.0,1181.0,1130.0,17.0,1.0,2594.0,964.6082894429564,259.8196601048112,3228.230927929282,2438.392156917602,10808.0,3674.0,14482.0,2117.0,733.0,3352.0,2992.0,1139.0,1102.0,5.0,0.0,1300.0,245.54991552606225,381.11165534704924,2042.8417627513409,1648.1287244595587,12436.0,4159.0,16595.0,3112.0,898.0,4451.0,4251.0,2224.0,2163.0,0.0,0.0,596.0,335.70233856886625,740.1292342916131,2640.872270897031,2347.8301530890167,0.4108707604635703,194560,760,0.4391118812913957,0.8498869243421052,40,1.0
90,1,0.11908389392193551,0.0,1.0,0.64072265625,0.9128757801453263,0.5849001946810045,0.07052645173940905,0.2580694901315789,0.5845136130195622,0.15084513008692546,0.06190304382287554,0.10120785361842105,0,0.0,0,0.01765589879903832,0.16123545061992972,0.09081804713626442,0.10909871832320564,0.38707791271195197,0.008269797833513861,50210,0.5871738697470623,0.038160267722253734,0.49999999999999994,12064.0,4356.0,16420.0,1435.0,1031.0,3653.0,3392.0,1071.0,969.0,0.0,0.0,1067.0,383.70865350961685,144.5381951034069,2525.0409462451935,1976.251706302166,11743.0,3478.0,15221.0,1744.0,1278.0,2947.0,2758.0,1329.0,1296.0,0.0,0.0,946.0,463.7963303029537,131.41316214203835,2072.7477634325624,1716.7108330205083,9007.0,4350.0,13357.0,1531.0,1060.0,3383.0,3057.0,827.0,709.0,1.0,1.0,1671.0,375.0299986898899,170.17329439520836,2631.4284292012453,1970.625831104815,13763.0,8056.0,21819.0,4401.0,2405.0,7317.0,6561.0,840.0,772.0,13.0,0.0,4300.0,889.8360475599766,677.3324938118458,4628.043789982796,3153.519814580679,11758.0,6546.0,18304.0,2165.0,941.0,5230.0,4708.0,1846.0,1750.0,4.0,0.0,1635.0,376.4965583086014,403.6136944890022,4048.459374010563,3209.3367652520537,11453.0,6135.0,17588.0,3539.0,1340.0,5693.0,4960.0,634.0,575.0,13.0,0.0,3347.0,485.0781891345978,697.7758825421333,3260.8715183213353,2250.663622394204,9977.0,4956.0,14933.0,1197.0,723.0,3482.0,3012.0,1977.0,1851.0,0.0,0.0,694.0,292.1167046427727,169.42528361082077,3162.848960593343,2701.5601071566343,17423.0,4410.0,21833.0,2991.0,1759.0,4622.0,4141.0,573.0,519.0,11.0,0.0,2206.0,627.2153789103031,382.2873842716217,2182.559677146375,1564.8204173520207,11235.0,3849.0,15084.0,1675.0,1092.0,3299.0,3154.0,1405.0,1373.0,0.0,0.0,820.0,437.03512543439865,175.6738459765911,2589.04904114455,2150.5268963612616,16236.0,4074.0,20310.0,3014.0,1755.0,4552.0,4413.0,1345.0,1296.0,16.0,0.0,1191.0,664.2016372680664,416.3217134475708,2247.3790832459927,1785.942614171654,0.38707791578612827,194560,760,0.4481295562104175,0.8740491365131579,40,1.0
91,2,0.11844608792570092,0.0012179748700879012,1.0,0.6105879934210526,0.9085770229397528,0.5547662213052574,0.0957838834900605,0.2779553865131579,0.5925827404281732,0.16471156465673917,0.07008326184494715,0.11145662006578948,0,0.0,0,0.01777622766975056,0.16730754043122656,0.09820381283367935,0.043967245558374814,0.33595029859042325,0.00869547209739195,54079,0.6020266646942436,0.03783996865447414,0.5261679781214719,6961.0,3814.0,10775.0,1438.0,606.0,2934.0,2610.0,820.0,730.0,0.0,0.0,1498.0,234.06117241084576,291.8616002127528,2190.648813419044,1630.8532819151878,10376.0,3436.0,13812.0,2351.0,776.0,3593.0,3475.0,1592.0,1540.0,0.0,0.0,602.0,269.6484087333083,559.63224850595,1867.9655273333192,1611.3859097324312,12465.0,6773.0,19238.0,3101.0,1878.0,5236.0,4650.0,803.0,750.0,0.0,0.0,3835.0,718.3578008115292,402.57655941694975,3912.4183398634195,2624.7614995911717,13244.0,7403.0,20647.0,3580.0,1848.0,6974.0,6089.0,681.0,580.0,0.0,0.0,3328.0,696.1458148509264,604.9863132983446,4334.076301239431,2990.8713808059692,12811.0,6506.0,19317.0,2372.0,1109.0,5354.0,4894.0,1660.0,1590.0,0.0,0.0,1864.0,468.82507233321667,481.95917604118586,4051.144834533334,3135.642323538661,14758.0,7742.0,22500.0,4223.0,2387.0,6821.0,6144.0,904.0,844.0,2.0,0.0,4240.0,1006.3502821028233,634.2213490307331,4665.144262835383,3192.192436002195,10642.0,5310.0,15952.0,3276.0,1108.0,5065.0,4182.0,723.0,650.0,1.0,0.0,2798.0,431.8019502013922,715.7614069133997,2725.2765948176384,1900.8731816485524,16573.0,5289.0,21862.0,1988.0,1388.0,4302.0,3899.0,1454.0,1382.0,3.0,0.0,1521.0,540.6710768714547,208.49291421473026,3222.996008552611,2552.8124282844365,9718.0,3581.0,13299.0,1509.0,823.0,2716.0,2447.0,1269.0,1248.0,1.0,0.0,1105.0,349.8670281469822,217.88821778446436,2383.1987930089235,1934.3726935125887,11248.0,4225.0,15473.0,1714.0,529.0,3087.0,2931.0,2418.0,2359.0,0.0,0.0,434.0,225.7019741088152,395.1652716398239,2693.412523418665,2401.6594268232584,0.3359502988230241,194560,760,0.43905032918249304,0.8455078125,40,1.0
92,2,0.1178035175763324,0.004865965629214818,1.0,0.6359631990131579,0.9113589027346023,0.579590723232219,0.07864401916464742,0.2604646381578947,0.590259025059067,0.1537416033814416,0.06312680469801356,0.10357216282894736,0,0.0,0,0.014757548688334952,0.15808362004984367,0.09112226202360992,0.039389496473105336,0.31258593858924305,0.009233011354349162,50676,0.5923514089509827,0.037752316666668964,0.5522642316338267,13266.0,5645.0,18911.0,2841.0,2080.0,5069.0,4782.0,1048.0,976.0,0.0,0.0,2369.0,783.5701084211469,272.12166345119476,3256.2711608484387,2310.5045787729323,12329.0,3416.0,15745.0,1478.0,765.0,2514.0,2389.0,1640.0,1600.0,0.0,0.0,740.0,296.54936649650335,256.65876254439354,2107.2853417247534,1791.6205464303493,12329.0,6999.0,19328.0,3327.0,1622.0,5948.0,5146.0,556.0,469.0,1.0,0.0,3822.0,620.1033727452159,635.016984000802,3795.3165990784764,2443.4956925213337,8719.0,4663.0,13382.0,2118.0,1407.0,4263.0,3871.0,515.0,443.0,0.0,0.0,2003.0,599.8467865884304,290.42324735224247,2820.041670911014,1903.0036446116865,14489.0,6802.0,21291.0,2702.0,1541.0,6056.0,5502.0,1676.0,1559.0,0.0,0.0,1772.0,668.3274863287807,455.9061467498541,4168.826823994517,3174.755102816969,13052.0,6661.0,19713.0,3702.0,1958.0,5821.0,5063.0,1245.0,1178.0,0.0,0.0,3297.0,830.4829295277596,649.0806586444378,4148.810754343867,3065.9620685987175,11444.0,4751.0,16195.0,3077.0,1518.0,4870.0,4151.0,933.0,826.0,0.0,0.0,2025.0,645.0034720003605,531.7749515920877,2685.897161819041,2000.7673065401614,11974.0,3974.0,15948.0,1954.0,1466.0,3722.0,3414.0,935.0,866.0,0.0,0.0,1271.0,581.645525150001,172.54293120652437,2206.3881195262074,1689.1730572804809,14263.0,4338.0,18601.0,2250.0,1140.0,3410.0,3026.0,1255.0,1228.0,0.0,0.0,1923.0,479.9260631352663,356.25278643891215,2667.5281989350915,2025.0708451643586,11868.0,3427.0,15295.0,1707.0,878.0,2753.0,2579.0,1271.0,1247.0,0.0,0.0,1110.0,373.64674427360296,320.73815673589706,2055.6005245000124,1599.2094236053526,0.31258593799644396,194560,760,0.44244809644786937,0.8319438733552632,40,1.0
93,2,0.1171562533389098,0.010926199633097156,1.0,0.6507452713815789,0.9196294979138876,0.598444547190478,0.07118420090746919,0.25150596217105264,0.6030272792693535,0.15166495608803082,0.059270912853045095,0.09774876644736842,0,0.0,0,0.013939225163975558,0.15412983190464347,0.0825184071865423,0.04184846806683039,0.3016188253336556,0.009182893011663845,48933,0.6329470909202379,0.03785913420448962,0.5782172325201155,16211.0,4737.0,20948.0,2431.0,1671.0,4369.0,3974.0,771.0,624.0,0.0,0.0,2028.0,678.7931143343449,301.4681537374854,2504.132591150701,1714.9132110960782,12796.0,3837.0,16633.0,2062.0,867.0,3737.0,3501.0,1307.0,1247.0,0.0,0.0,855.0,382.2228132560849,450.4274313226342,2151.790797688067,1704.7982229739428,8312.0,4920.0,13232.0,1894.0,746.0,3782.0,3207.0,946.0,870.0,1.0,0.0,2086.0,311.8486587703228,457.1891713142395,2825.8837286904454,1988.3866793476045,8654.0,6075.0,14729.0,1695.0,1190.0,4638.0,4288.0,948.0,876.0,0.0,0.0,2184.0,532.9434167295694,218.54846933484077,3909.9523261785507,2631.248914130032,9508.0,4333.0,13841.0,1596.0,576.0,3439.0,3023.0,1434.0,1378.0,0.0,0.0,1056.0,246.9931751638651,416.05167520046234,2502.694378964603,1950.7034554891288,7900.0,4568.0,12468.0,1302.0,590.0,3253.0,2881.0,709.0,652.0,0.0,0.0,1908.0,266.06822480261326,295.7811661735177,2944.9189050272107,1983.1632950752974,11870.0,5749.0,17619.0,1882.0,899.0,3928.0,3264.0,2526.0,2350.0,0.0,0.0,1177.0,388.583412528038,321.2429650053382,3544.628910906613,2976.740309998393,12524.0,5124.0,17648.0,2617.0,1173.0,3954.0,3431.0,2097.0,2019.0,3.0,0.0,1690.0,484.4631439819932,467.82743006944656,3026.0179889649153,2439.4798595532775,19775.0,4508.0,24283.0,2370.0,2049.0,3931.0,3796.0,1509.0,1477.0,0.0,0.0,1438.0,796.4410548880696,115.71528443694115,2687.775347031653,2117.7308363318443,19059.0,5082.0,24141.0,1967.0,1555.0,3515.0,3345.0,2340.0,2267.0,0.0,0.0,1194.0,673.8733005151153,139.13461396098137,3410.138831153512,2863.1107771992683,0.3016188261932448,194560,760,0.4334655141555949,0.8200298108552632,40,1.0
94,2,0.11650436619325077,0.019369152030840553,1.0,0.6335988898026316,0.9201523698810461,0.5830075200058912,0.0863846220014813,0.2645713404605263,0.6016691581574153,0.15918441568746378,0.06442901426926255,0.1018297697368421,0,0.0,0,0.015293520394717281,0.16119457548974375,0.08540464902394697,0.04132333929797537,0.3134224006230867,0.010206316416703262,51475,0.6230985915492958,0.037566049558747754,0.6039558454088796,13503.0,5033.0,18536.0,1860.0,980.0,4023.0,3628.0,1111.0,1012.0,0.0,0.0,1759.0,435.0470434501767,340.54581389576197,2879.509085126221,2062.8906805589795,9757.0,3604.0,13361.0,722.0,109.0,1980.0,1867.0,2190.0,2099.0,0.0,0.0,156.0,58.527391493320465,268.18016716837883,2465.7362334877253,2228.535190321505,11515.0,6054.0,17569.0,2461.0,1469.0,4574.0,4132.0,1093.0,1014.0,1.0,0.0,2848.0,630.6410225182772,373.76196007430553,3442.6648526340723,2306.1516174152493,8363.0,5367.0,13730.0,2384.0,1009.0,4412.0,3913.0,759.0,707.0,7.0,0.0,2580.0,457.90141904354095,545.7088215947151,3142.4913983121514,2038.266886152327,11389.0,5813.0,17202.0,1527.0,1087.0,4275.0,4063.0,2015.0,1943.0,0.0,0.0,1050.0,620.5455177500844,218.08457686007023,4270.824196487665,3307.0350993797183,10988.0,5792.0,16780.0,3003.0,1530.0,4847.0,4326.0,894.0,837.0,4.0,0.0,3054.0,697.7526234388351,593.2496252730489,3448.660644367337,2250.5778178609908,16314.0,6832.0,23146.0,4057.0,1174.0,6118.0,5006.0,1404.0,1282.0,2.0,0.0,3367.0,524.4904772788286,1050.6695126369596,3389.4598547294736,2329.1962349936366,11988.0,4469.0,16457.0,1479.0,1080.0,3031.0,2767.0,1698.0,1582.0,0.0,0.0,1219.0,497.7152778580785,172.74094818532467,2877.9604718610644,2251.912792313844,15167.0,4130.0,19297.0,1861.0,974.0,3404.0,3051.0,1264.0,1230.0,2.0,0.0,1323.0,414.3425724506378,320.48916433006525,2291.533700197935,1766.0018713008612,14289.0,4381.0,18670.0,2023.0,1055.0,3606.0,3427.0,2168.0,2108.0,2.0,0.0,630.0,482.44420003145933,377.98663997650146,2762.079497843981,2350.0643052458763,0.31342240005339445,194560,760,0.42697013996933636,0.8275287828947369,40,1.0
95,2,0.115847927626127,0.03015368960704579,1.0,0.6502107319078947,0.9158181004248882,0.5954747573717645,0.07399143680599272,0.25286287006578945,0.5937033187888232,0.1501255251565262,0.06063305983736523,0.0969263980263158,0,0.0,0,0.01524442662798959,0.15632547722443155,0.07917710550153922,0.04008975728758072,0.29987111180329906,0.00903434516175797,49197,0.6125983291664125,0.03745069493000445,0.6294095225512604,14084.0,4613.0,18697.0,1697.0,917.0,3683.0,3316.0,881.0,779.0,0.0,0.0,1746.0,409.77038449794054,318.1272129714489,2613.6752341017127,1773.6739333234727,12075.0,3515.0,15590.0,585.0,390.0,1588.0,1505.0,2246.0,2200.0,0.0,0.0,266.0,198.5690801590681,90.93746943771839,2430.4396961182356,2160.194188516587,11543.0,6092.0,17635.0,2227.0,1429.0,4585.0,4166.0,1114.0,1023.0,0.0,0.0,2620.0,691.2480820119381,364.6075906828046,3716.8822298645973,2508.706092014909,9705.0,6516.0,16221.0,3039.0,1243.0,5739.0,5049.0,943.0,820.0,13.0,0.0,2873.0,586.8592829033732,743.5209598466754,3796.422103404999,2384.29030251503,9199.0,4715.0,13914.0,2001.0,1356.0,4125.0,3856.0,1334.0,1256.0,0.0,0.0,1257.0,679.2097388505936,302.11892430484295,3046.467621937394,2248.800037845969,10454.0,5128.0,15582.0,2323.0,1382.0,3878.0,3428.0,893.0,847.0,0.0,0.0,2680.0,628.2537252083421,392.0405109077692,3149.996444761753,2096.566372739151,13356.0,6066.0,19422.0,2586.0,882.0,4595.0,3829.0,2018.0,1839.0,0.0,0.0,2039.0,431.5304914265871,693.8213972747326,3448.849098287523,2669.3479241393507,16191.0,5261.0,21452.0,2965.0,1686.0,4726.0,4228.0,1450.0,1375.0,0.0,0.0,2050.0,741.8523538038135,444.241679251194,3029.114679120481,2206.0352662466466,16698.0,3884.0,20582.0,2320.0,1495.0,3637.0,3397.0,1240.0,1213.0,0.0,0.0,1327.0,631.7654945924878,291.5519188866019,2039.0508346185088,1556.533163741231,13200.0,3407.0,16607.0,2067.0,945.0,3304.0,3099.0,1375.0,1328.0,3.0,0.0,795.0,444.26258757710457,448.6186939999461,1937.5242207571864,1540.2279149405658,0.2998711130140643,194560,760,0.4333566983867633,0.8284745065789474,40,1.0
96,2,0.11518700962342474,0.04322727117869957,1.0,0.6665912828947368,0.9198162569004195,0.6131414987146855,0.0784760243142955,0.2421926398026316,0.597769418158122,0.1447753533769987,0.056127333595711544,0.09121607730263158,0,0.0,0,0.014969996379774161,0.15316885159301916,0.07470458612140073,0.03911142594131985,0.29040665297640345,0.008451792940889534,47121,0.6349398357420258,0.03763461238459537,0.6545084971874737,13028.0,4952.0,17980.0,1445.0,984.0,3878.0,3584.0,1485.0,1397.0,0.0,0.0,1034.0,511.113477230072,209.43357580900192,3076.168742313981,2305.3895419053733,16856.0,3906.0,20762.0,996.0,644.0,1910.0,1803.0,2628.0,2570.0,0.0,0.0,364.0,312.8873064368963,158.84811160713434,2622.6671935990453,2364.3953867349774,10485.0,5945.0,16430.0,1740.0,848.0,4507.0,4125.0,1298.0,1207.0,0.0,0.0,1880.0,413.46897549927235,401.7428049072623,3629.3831920176744,2489.1206383407116,10604.0,5447.0,16051.0,3291.0,1513.0,5108.0,4457.0,565.0,491.0,15.0,0.0,3065.0,703.1304571852088,765.226938098669,3004.9362423345447,1753.8680140525103,13644.0,5862.0,19506.0,2772.0,1765.0,5783.0,5394.0,1395.0,1353.0,0.0,0.0,1456.0,938.7260703593493,485.9332942739129,3728.7018402069807,2577.1703934408724,7247.0,4070.0,11317.0,1646.0,619.0,3152.0,2624.0,716.0,675.0,2.0,0.0,1848.0,331.21887896955013,419.05834674835205,2482.239298708737,1623.656872317195,11795.0,5122.0,16917.0,2121.0,687.0,4135.0,3379.0,1816.0,1615.0,2.0,0.0,1292.0,334.2887234315276,548.117083825171,2844.956461183727,2192.5301855448633,11383.0,3451.0,14834.0,1633.0,1067.0,2958.0,2653.0,1044.0,960.0,4.0,0.0,1082.0,487.47284702956676,229.4100202769041,1998.7859444990754,1520.8824940361083,15450.0,4055.0,19505.0,1494.0,729.0,3051.0,2865.0,1676.0,1638.0,0.0,0.0,822.0,357.7773181349039,295.2045516818762,2453.7572966217995,1968.718786958605,19200.0,4311.0,23511.0,3550.0,1410.0,5041.0,4860.0,1844.0,1807.0,2.0,0.0,976.0,676.5345363020897,921.6837434917688,2325.8965042456985,1814.9371562041342,0.29040665261839566,194560,760,0.4297119074354046,0.8263877467105263,40,1.0
97,2,0.11452168466225081,0.0585262035705365,1.0,0.6723941200657895,0.9171156772469448,0.616663188801,0.06904010848987749,0.2360557154605263,0.5829650909347746,0.13761224162911898,0.055966915883810114,0.0915501644736842,0,0.0,0,0.015334892235344006,0.15427081274162782,0.0742986582538211,0.04027408307320194,0.2930744604697286,0.008896014165733697,45927,0.5786138872558626,0.037359492804266904,0.6791839747726501,9482.0,4081.0,13563.0,1601.0,734.0,3405.0,2988.0,1083.0,991.0,1.0,0.0,1194.0,357.28317446261644,381.1038127541542,2208.7765173241496,1587.4448145516217,16031.0,2883.0,18914.0,1879.0,913.0,3199.0,3006.0,888.0,830.0,1.0,0.0,675.0,435.9092488363385,434.6033396348357,1430.1597649008036,1049.9900063835084,10007.0,4757.0,14764.0,1922.0,1316.0,3743.0,3343.0,602.0,528.0,0.0,0.0,2334.0,648.0122489333153,277.3110955506563,2900.6614718958735,1742.0397574305534,17113.0,8476.0,25589.0,4234.0,2234.0,8120.0,7094.0,1008.0,864.0,1.0,0.0,3582.0,1081.5334799587727,897.5283967629075,4823.163110569119,2943.613575499505,10575.0,4634.0,15209.0,2249.0,1146.0,4363.0,3825.0,986.0,886.0,0.0,0.0,1534.0,560.8816517144442,515.4880306571722,2637.3204934597015,1800.7796644046903,12434.0,5521.0,17955.0,2843.0,1851.0,4579.0,4075.0,645.0,598.0,0.0,0.0,3140.0,926.9927549809217,458.69796718657017,3219.8715899065137,1931.141509477049,10035.0,4289.0,14324.0,2244.0,947.0,3955.0,3125.0,956.0,739.0,0.0,0.0,1622.0,467.00703763216734,556.3532323241234,2310.903329782188,1594.5155322663486,16513.0,4013.0,20526.0,2003.0,1590.0,3429.0,3157.0,991.0,919.0,0.0,0.0,1596.0,787.0799275562167,176.63263058662415,2349.723750449717,1588.862325431779,12646.0,3754.0,16400.0,1224.0,1021.0,2736.0,2570.0,1643.0,1628.0,0.0,0.0,599.0,590.9252925813198,92.31690719723701,2749.4453877732158,2204.481879092753,15985.0,3519.0,19504.0,1465.0,1308.0,2853.0,2732.0,1467.0,1418.0,0.0,0.0,664.0,618.5843811631203,70.32306940853596,2143.812345646322,1729.1447894312441,0.29307446132757164,194560,760,0.4550487826137166,0.8714381167763158,40,1.0
98,2,0.11385202570298474,0.07597595192178702,1.0,0.6432411595394737,0.9102965933308668,0.5855402362189794,0.08976662874276946,0.2571803042763158,0.5900265531488266,0.15174320846992104,0.06487067005823759,0.09957853618421053,0,0.0,0,0.017317868948540358,0.14712902074189563,0.07478505336360908,0.039505411355119,0.28797380047105864,0.009236446061894592,50037,0.602674021224294,0.03708755551396232,0.7033683215379001,11801.0,4858.0,16659.0,1470.0,1061.0,3670.0,3414.0,1239.0,1081.0,0.0,1.0,1419.0,534.8904286772013,205.3605715483427,2949.167459897697,2012.8021840695292,17620.0,4477.0,22097.0,2767.0,1116.0,5156.0,4921.0,1190.0,1126.0,2.0,0.0,898.0,508.1061503738165,743.5443331077695,2237.7680892944336,1622.107139416039,6844.0,5036.0,11880.0,1899.0,681.0,3906.0,3393.0,903.0,811.0,1.0,0.0,2126.0,378.7830542623997,551.1753768473864,2948.9581655561924,1851.9770704768598,12327.0,6224.0,18551.0,3166.0,1336.0,5886.0,5277.0,925.0,858.0,7.0,0.0,2579.0,679.1567714214325,789.4562320932746,3521.1392085924745,2200.6716089248657,11794.0,5537.0,17331.0,2814.0,981.0,5589.0,5044.0,975.0,913.0,0.0,0.0,1787.0,510.8835941553116,847.2774508818984,3057.5408804267645,1986.6958187185228,10554.0,5638.0,16192.0,3723.0,646.0,5463.0,4547.0,690.0,615.0,5.0,0.0,3208.0,340.7887647077441,1425.9591744616628,3012.3434581905603,1796.9754257127643,9970.0,4764.0,14734.0,2891.0,927.0,4795.0,3928.0,1091.0,1006.0,0.0,0.0,1769.0,517.2854627072811,816.9925877302885,2623.801358938217,1813.898847218603,9770.0,2741.0,12511.0,846.0,618.0,1907.0,1665.0,799.0,729.0,0.0,0.0,881.0,309.756547704339,100.12066555768251,1594.0929490849376,1127.1576115600765,14866.0,4907.0,19773.0,1577.0,1213.0,3251.0,3129.0,2186.0,2159.0,0.0,0.0,1047.0,716.913722679019,153.77696526795626,3602.2875461801887,2837.138885702938,19603.0,5855.0,25458.0,2609.0,2250.0,5109.0,4988.0,2229.0,2196.0,0.0,0.0,1126.0,1218.109748147428,180.84855768084526,3976.0595343858004,3010.5658355560154,0.28797380069368766,194560,760,0.43440784410034355,0.8331465871710526,40,1.0
