round,client,epoch,cls,query_count,query_correct,own_distance_sum,margin_sum
31,1,4,1,5,5,0.4362265467643738,1.661662220954895
31,1,4,2,23,22,4.6710662841796875,2.696258544921875
31,1,4,3,18,17,3.847379684448242,1.8997554779052734
31,1,4,4,16,16,2.688809394836426,2.5841381549835205
31,1,4,5,24,24,2.6129767894744873,4.402063369750977
31,1,4,6,9,9,0.9630658626556396,1.6854099035263062
31,1,4,7,27,27,3.5001022815704346,4.602149963378906
31,1,5,1,5,5,0.4476277828216553,1.5490148067474365
31,1,5,2,23,22,4.600291728973389,2.494250774383545
31,1,5,3,18,18,4.293418884277344,1.5364429950714111
31,1,5,4,16,16,2.963432788848877,2.697977066040039
31,1,5,5,24,24,2.931489944458008,3.9076077938079834
31,1,5,6,9,9,1.3911938667297363,1.7615257501602173
31,1,5,7,27,27,3.4002199172973633,4.730430603027344
31,3,1,0,12,12,3.276660919189453,2.084186553955078
31,3,1,1,28,20,4.196478843688965,1.4178695678710938
31,3,1,3,27,21,5.218921661376953,0.8435669541358948
31,3,1,5,4,1,0.7723991274833679,0.08329498767852783
31,3,1,6,21,18,4.016287803649902,2.427295684814453
31,3,1,7,22,17,3.492542266845703,2.226950168609619
31,3,1,9,6,6,0.5245388746261597,0.29406607151031494
31,3,2,0,12,12,3.8743786811828613,2.4864163398742676
31,3,2,1,28,28,3.409111976623535,5.882752895355225
31,3,2,3,27,24,6.338159561157227,3.3184165954589844
31,3,2,5,4,2,1.2118568420410156,-0.050213396549224854
31,3,2,6,21,21,3.4663870334625244,3.6225194931030273
31,3,2,7,22,21,3.875771999359131,4.261900901794434
31,3,2,9,6,6,0.7901184558868408,1.4998091459274292
31,3,3,0,12,12,3.682898759841919,3.2101423740386963
31,3,3,1,28,28,4.161769866943359,6.149030685424805
31,3,3,3,27,27,4.952747344970703,4.361175060272217
31,3,3,5,4,3,0.6261368989944458,0.6588070392608643
31,3,3,6,21,21,3.119655132293701,3.498600482940674
31,3,3,7,22,22,3.161766529083252,4.02772855758667
31,3,3,9,6,6,0.7843862175941467,1.2995121479034424
31,3,4,0,12,12,3.2956435680389404,2.5770750045776367
31,3,4,1,28,28,4.016739368438721,6.307537078857422
31,3,4,3,27,27,4.504508018493652,3.931492567062378
31,3,4,5,4,4,0.6602576375007629,0.6330615282058716
31,3,4,6,21,21,2.46992564201355,3.777341842651367
31,3,4,7,22,22,3.103928565979004,4.443724632263184
31,3,4,9,6,6,0.731086790561676,1.462209701538086
31,3,5,0,12,12,3.505847454071045,3.166266679763794
31,3,5,1,28,28,3.8592922687530518,6.882353782653809
31,3,5,3,27,27,4.865748882293701,4.5081787109375
31,3,5,5,4,4,0.6762532591819763,0.7459516525268555
31,3,5,6,21,21,3.609743595123291,3.978048086166382
31,3,5,7,22,22,2.937562942504883,4.387696743011475
31,3,5,9,6,6,0.6825875639915466,1.5050382614135742
31,16,1,0,24,19,5.14810848236084,3.4326553344726562
31,16,1,1,20,20,3.0331344604492188,4.223504066467285
31,16,1,3,25,17,4.898977756500244,-0.2217898964881897
