loss,L_sup,L_A,L_B,L_proto,n_batches,cnt_u,cnt_a,cnt_b,cnt_c,hce_all,hce_hc,hce_den_hc,a_correct,a_total,b_correct,b_total,lr,gate,aux_scale,tau0,delta0,eta_B,tau_warmup,a_ratio_cap,use_a_for_proto,lambda_A_scale,round,acc,phase
0.33786563488997906,0.044626166546674395,0.21839257917661026,0.6969820645294692,1.567254682120524,95.0,24320.0,9684.5,12091.375,2544.125,8930.625,1673.25,14674.5,8011.25,9684.5,6592.75,12091.375,0.08818980143173213,0.0,0.14814814814814814,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,67,0.694,1
0.36470828764140606,0.04012019161018543,0.23203010493889453,0.694457349102748,1.5258448426660738,95.0,24320.0,9688.5,12027.375,2604.125,10936.5,2519.125,14231.375,7169.375,9688.5,5492.5,12027.375,0.08784975278258783,0.0,0.18518518518518515,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,68,0.6397,1
0.42889935825216136,0.056583307928859114,0.2574476226429014,0.7207301609218121,1.5654283493757248,95.0,24320.0,9679.5,11668.0,2972.5,10995.875,2592.625,13394.375,7086.875,9679.5,5371.75,11668.0,0.08750555348152299,0.0,0.22222222222222227,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,69,0.6979,1
0.3840055536086622,0.04292165743076782,0.2154642117871462,0.6582102637541921,1.5542795054222407,95.0,24320.0,9677.375,12075.5,2567.125,8538.875,1668.0,14581.75,8009.375,9677.375,6956.125,12075.5,0.08715724127386971,0.0,0.25925925925925924,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,70,0.6905,1
0.4017830314800928,0.04007443725100816,0.21958626452343244,0.6532245026999398,1.5305061479932385,95.0,24320.0,9677.625,11956.75,2685.625,8642.625,1624.625,14370.75,8053.0,9677.625,6760.875,11956.75,0.08680485435598673,0.0,0.2962962962962963,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,71,0.7221,1
0.4133166034754954,0.034093868470211564,0.22128683208536948,0.6487885315167276,1.494134281810961,95.0,24320.0,9687.375,11794.75,2837.875,9448.5,1681.875,13960.125,8005.5,9687.375,5997.375,11794.75,0.0864484313710706,0.0,0.3333333333333333,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,72,0.7404,1
0.43542706458584257,0.03445111296421505,0.22316222098705016,0.6556837023873078,1.5225523140869643,95.0,24320.0,9689.125,11796.5,2834.375,10612.375,2448.75,13890.125,7240.375,9689.125,5631.375,11796.5,0.08608801140491812,0.0,0.3703703703703703,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,73,0.7194,1
0.45993099159708156,0.040384968097542266,0.22796767421654962,0.6414931849821618,1.4949118222060958,95.0,24320.0,9689.875,11883.75,2746.375,10591.5,2585.25,14019.5,7104.625,9689.875,5852.0,11883.75,0.08572363398164018,0.0,0.4074074074074074,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,74,0.6936,1
0.4324148811792073,0.0335713630989439,0.19620169181082595,0.614024759868258,1.489317234095774,95.0,24320.0,9684.625,12068.625,2566.75,9431.375,2256.375,14593.5,7428.25,9684.625,6657.5,12068.625,0.08535533905932736,0.0,0.44444444444444453,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,75,0.7169,1
0.4795824204424495,0.03185936331007581,0.2260949908559652,0.6287641996615811,1.4592234178593284,95.0,24320.0,9689.25,11805.5,2825.25,10454.5,2458.0,13856.625,7231.25,9689.25,5765.125,11805.5,0.0849831670256683,0.0,0.48148148148148145,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,76,0.7077,1
0.4611285701590148,0.03655365492358167,0.19583358686956528,0.5900602387362406,1.461138805747032,95.0,24320.0,9678.375,11999.375,2642.25,8678.25,1721.25,14654.5,7957.125,9678.375,6866.375,11999.375,0.08460715869352033,0.0,0.5185185185185185,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,77,0.719,1
0.44398445069397746,0.027655915256994044,0.1791575295826126,0.5678775312477037,1.429690292634462,95.0,24320.0,9688.75,12165.125,2466.125,8206.625,1452.875,15109.875,8235.875,9688.75,7107.5,12165.125,0.08422735529643444,0.0,0.5555555555555555,0.92,0.09999999999999999,0.6,0.9500000000000001,0.39999999999999997,1.0,1.0,78,0.6844,1
